Whales ‘die in agony’ as Icelandic grenade harpoons skewer them but fail to explode,https://news.yahoo.com/whales-die-agony-icelandic-grenade-143457107.html,,1660320940.0
California is due for a 'megaflood' that could drop 100 inches of rain,https://www.washingtonpost.com/climate-environment/2022/08/12/megaflood-california-flood-rain-climate/,,1660330985.0
The fossil fuel industry spent billions to deny the climate crisis. Can Biden’s bill undo decades of harm?,https://www.theguardian.com/environment/2022/aug/12/the-us-spent-six-decades-losing-the-climate-war-it-has-finally-gained-significant-ground,,1660310505.0
Climate change and overfishing threaten once ‘endless’ Antarctic krill,https://news.mongabay.com/2022/08/climate-change-and-overfishing-threaten-once-endless-antarctic-krill/,,1660301078.0
Over 150 endangered vultures poisoned to death in southern Africa,https://phys.org/news/2022-08-endangered-vultures-poisoned-death-southern.html,,1660315174.0
Study finds 100% renewables would pay off within 6 years,https://pv-magazine-usa.com/2022/08/09/study-finds-100-renewables-would-pay-off-within-6-years/,,1660268450.0
"Meet the Appalachian Women Facing Down the Mountain Valley Pipeline Across years and several southern states, these organizers have helped drive the massive gas pipeline to the brink of defeat.",https://inthesetimes.com/article/mountain-valley-pipeline-virginia-powhr-coalition-protests,,1660326025.0
'Very scary': European agriculture hit hard by climate change and drought,https://www.yahoo.com/news/very-scary-european-agriculture-hit-hard-by-climate-change-and-drought-223941399.html,,1660335380.0
Body-in-a-barrel Lake Mead mystery swirls as missing mob man’s sister comes forward,https://www.independent.co.uk/climate-change/news/lake-mead-mob-body-barrel-b2144152.html,,1660338490.0
These youth climate activists are taking Europe to court — “It’s a human rights issue.”,https://www.motherjones.com/environment/2022/08/these-youth-climate-activists-are-taking-europe-to-court/,,1660302073.0
How to keep your beaver wet when things are getting a bit too hot,https://metro.co.uk/2022/08/12/how-to-keep-your-beaver-wet-when-things-are-getting-a-bit-too-hot-17174249/?ito=article.amp.share.top.email,,1660332403.0
"European drought dries up rivers, kills fish, shrivels crops. There has been no significant rainfall for almost two months in Western, Central and Southern Europe. And the dry period is expected to continue in what experts say could be the worst drought in 500 years",https://apnews.com/article/science-france-droughts-spain-719b51330a47c7a85b060f6426874c5b,,1660293528.0
Saudi firm has pumped Arizona groundwater for years without paying. Time to pony up,https://news.yahoo.com/saudi-firm-pumped-arizona-groundwater-130044725.html,,1660235802.0
A Pipeline Giant Pleads ‘No Contest’ to Environmental Crimes in Pennsylvania After Homeowners Complained of Tainted Water,https://insideclimatenews.org/news/10082022/a-pipeline-giant-pleads-no-contest-to-environmental-crimes-in-pennsylvania-after-homeowners-complained-of-tainted-water/,,1660311728.0
Drought hits Germany's Rhine River: 'We have 30cm of water left' - BBC News,https://www.bbc.com/news/world-europe-62519683,,1660326956.0
"High-profile paper on “catastrophic” climate impacts echoes our ""What Lies Beneath"" analysis on fat-tail, existential risks and IPCC reticence, published four years ago - Resilience",https://www.resilience.org/stories/2022-08-10/high-profile-paper-on-catastrophic-climate-impacts-echoes-our-what-lies-beneath-analysis-on-fat-tail-existential-risks-and-ipcc-reticence-published-four-years-ago/,,1660334338.0
Hosepipe ban: Millions more face restrictions as drought is declared - BBC News,https://www.bbc.com/news/uk-62508521,,1660305900.0
California could lend PG&E $1.4 billion to save Diablo Canyon nuclear plant,https://www.latimes.com/business/story/2022-08-12/california-could-lend-pg-e-1-4-billion-to-save-the-diablo-canyon-nuclear-plant,,1660336817.0
A huge side benefit of the new US climate bill | Air pollution sickens and kills millions every year. Here’s how the new measure will help tackle the problem.,https://www.nytimes.com/2022/08/12/climate/climate-air-pollution-health.html?unlocked_article_code=AAAAAAAAAAAAAAAACEIPuonUktbfqYhkQFUaASbeWdkipwGLwvPLwbk1mnK7JSmPDC5Fy-AIH4mH_QLNaKNne9t13yieQJUJFo4Tc8FI770VOV1xGU7vq4GYmZ8BLmJupIy_Azho1decBr42tGLnYzn8Ib4hz_ji5xiPO2a7C6Xeg3IxNU0y98seAFKu33wLxqzHGvckmYUtmKd8We0pAGsIdyKIvPL3ChRhON7gbh_U7gk-W-gxSiiE1JfHqOpGKFMOfAqAGHBv4m8868deMccXO8v8KR0ncMn9gdYBG07guLafA7Hxe0rnR3X2Mtg,,1660327267.0
"Extreme Heat Uncovers Lost Villages, Ancient Ruins and Shipwrecks",https://www.bloomberg.com/news/features/2022-08-12/heat-waves-in-europe-us-bring-eerie-world-history-to-the-surface#xj4y7vzkg,,1660304000.0
